venue_id, venue_name, venie_catogory
4c50629ac2b49521828b82f7,Ocean Hill,Neighborhood
4d9de1907958f04d4ffe1ffa,Joe Bean Coffee Bar,Coffee Shop
5227842e498ea4e3e579a58c,The Smile,Café
4a97e23df964a520db2920e3,Equinox,Gym / Fitness Center
4a3cf34af964a520b2a11fe3,Max Caffé,Café
49ff62f9f964a52013701fe3,Century 21 Department Store,Department Store
4fc94581d4f24895b4467e18,Starbucks,Coffee Shop
521910b511d27f8f8a78eca2,Irving Farm Coffee Roasters,Coffee Shop
4ce567ee5fce54813e735baa,The Capital Grille,American Restaurant
481dfa3af964a5207f4f1fe3,Wyndham New Yorker,Hotel
564623c6498e7e9f4bb2e31b,Dos Toros Taqueria,Burrito Place
3fd66200f964a520adea1ee3,Mr. Chow,Chinese Restaurant
4ff366cbe4b0e8d00bf52f69,Pier 13 - P13R,Beer Garden
4ace6c89f964a52078d020e3,LaGuardia Airport (LGA),Airport
4f3a9e05bb3d2fbe725ca57a,Blue Bottle Coffee,Coffee Shop
50b67a8890e77df140910fea,305 Fitness,Gym / Fitness Center
521cad4011d2a9c6e2c198ae,Spring Studios,Event Space
539f43ed498e6ead0c950fe3,FIKA,Coffee Shop
4c40557c520fa59358d7c7ac,"APCO Worldwide, NYC Office",Office
45b893e3f964a520cf411fe3,AMC Loews 34th Street 14,Multiplex
4c0d037a7189c928544ed6b6,AXA Equitable,Office
50a978f5e4b09f72f3a657a4,Xixa,Latin American Restaurant
4bd2330f9854d13ab638fb4d,160 West End Avenue,Residential Building (Apartment / Condo)
4a92c73cf964a520ab1d20e3,Ernst & Young,Office
519a94e3498e722d3d9ae1bf,Intelligentsia Coffee,Coffee Shop
3fd66200f964a52096eb1ee3,MoMA PS1 Contemporary Art Center,Art Museum
56a8155f498ecb162ecb7286,Pollo Campero,Latin American Restaurant
4b021b27f964a520bf4722e3,Coach House Restaurant,Diner
4bc53e2b6c26b7139a26ebf3,Meatpacking District,Neighborhood
4a8ec7fcf964a5209f1220e3,Houston's,American Restaurant
4b902593f964a5207c7833e3,Farragut Houses - NYCHA,Housing Development
4c1a47228b3aa5936051955f,East Harlem,Neighborhood
4d9a630f422ea1cd687de54c,Borough Park,Neighborhood
4a8ac952f964a520590a20e3,BoltBus Midtown Stop,Bus Stop
4b697d7bf964a5205aa42be3,Starbucks,Coffee Shop
53bff5cf498ed845de2a47cf,YogaWorks Brooklyn,Yoga Studio
52b204c0498efe3c3be32d91,Burrow,Bakery
43ed7e9ef964a5204e2f1fe3,Rosa Mexicano,Mexican Restaurant
412d2800f964a520df0c1fe3,Central Park,Park
45ed04d8f964a520a9431fe3,Peter Pan Donut & Pastry Shop,Donut Shop
5078c4f1e4b0dad821e1f6bd,The Smith,American Restaurant
41390580f964a520dc1a1fe3,Chelsea Market,Market
4ca9270ba6e08cfaf3c19694,Save-A-Lot,Grocery Store
4cae5b9ef2dbef3bc3c777e5,Queens Vocational and Technical High School,High School
4b40fa78f964a520a8be25e3,Il Postino,Italian Restaurant
4ae0adf3f964a520948121e3,Citicorp,Building
43a52546f964a520532c1fe3,John F. Kennedy International Airport (JFK),Airport
3fd66200f964a520caea1ee3,Angel’s Share,Speakeasy
4b12cc20f964a5205a8e23e3,La Vita Mia,Pizza Place
49dbf75ef964a5202f5f1fe3,Greene Grape Provisions,Gourmet Shop
3fd66200f964a52085e31ee3,Langan's Pub & Restaurant,New American Restaurant
4b5a43d4f964a52092b828e3,Floyd Hall Arena,Hockey Arena
4a4517cff964a520c4a71fe3,T. Kang Taekwondo,Martial Arts Dojo
4be078b398f2a5935a5dc25a,Holland Tunnel,Tunnel
49cfef8cf964a520e65a1fe3,Cafe Pedlar,Coffee Shop
4ae8495ef964a5207fae21e3,Starbucks,Coffee Shop
51c3d0cf011cea3b4def4106,Juicy Platters,Halal Restaurant
4ab103f0f964a520c66720e3,24 Hour Fitness,Gym / Fitness Center
4beb37c0a9900f47b68e1740,Apna Bazaar Cash & Carry,Grocery Store
4a68a329f964a520b9ca1fe3,Starrett-Lehigh,Office
3fd66200f964a52044ea1ee3,J.G. Melon,Burger Joint
3fd66200f964a52020e81ee3,Beacon Theatre,Concert Hall
510471e0e4b0ed508a13a650,Rio Grande Churrascaria,Brazilian Restaurant
42377700f964a52026201fe3,Zabar's,Food & Drink Shop
4a1a4dcbf964a520927a1fe3,Hudson View Restaurant,Breakfast Spot
5173030be4b0194281da9264,Dinosaur Bar-B-Que,BBQ Joint
4a856435f964a5203afe1fe3,Mount Sinai Beth Israel,Hospital
46d28fdff964a520544a1fe3,Huckleberry Bar,Cocktail Bar
4ee19911b8f775b37373a062,Oak & Iron,Bar
4f708735e4b01489bc58eebb,Bloomberg,Office
4baabd4cf964a520c6833ae3,Café Gitane,French Restaurant
51b1db97498e74921c4e7611,Pro Street Auto,Gas Station
4b71b7b3f964a52042582de3,Country Donuts,Coffee Shop
4b44c4dcf964a520a5fb25e3,Libby's Lunch,Hot Dog Joint
40f1d480f964a5206a0a1fe3,High Line,Park
4576ddcaf964a520ac3e1fe3,Barneys New York,Department Store
414e1d80f964a520f11c1fe3,Sushi of Gari,Sushi Restaurant
4ffe3406e4b046ea27b9e469,Aguilas de Mexico,Mexican Restaurant
4b0ae7cdf964a520ce2923e3,New Rochelle Train Station (NRO) - Metro North & Amtrak,Train Station
4a20a2e9f964a520af7c1fe3,Blue Ribbon Sushi Bar & Grill,Sushi Restaurant
4bf421cfff90c9b669e05428,Montefiore Park,Park
4ae37ac8f964a520a49521e3,Lam Zhou Handmade Noodle,Noodle House
4a29a7eaf964a520b9951fe3,Saints and Sinners,Pub
4a44cd95f964a5208fa71fe3,Ellis Island Immigration Museum,History Museum
4b574e89f964a520713028e3,Pet Menu,Pet Store
44f2fa97f964a52010381fe3,SoHo Park,Burger Joint
545d4180498e50e4c4b7d6c3,Eastern Brooklyn,Neighborhood
3fd66200f964a520c5e51ee3,Old Homestead Steakhouse,Steakhouse
4be16fb18dd062b5de473e3c,Sheraton Brooklyn New York Hotel,Hotel
4bad4147f964a5208c3e3be3,Eastman Theater,Theater
3fd66200f964a5204deb1ee3,Papillon Bistro and Bar,French Restaurant
4709d045f964a520694b1fe3,Slattery's Midtown Pub,Pub
4dd5302cb0fb7a332e7a3444,Ceci Italian Cuisine,Italian Restaurant
4bc51b695935c9b6ea91a5d2,Teppan Bar & Grill,Japanese Restaurant
4f13381ae4b0f2c213349f02,Prattsville Diner,Diner
4b4520d8f964a5209c0526e3,Olive Garden,Italian Restaurant
49b7ed6df964a52030531fe3,Times Square,Plaza
54b96852498ec5c268f6158e,FIKA Espresso Bar,Coffee Shop
4a80da46f964a52053f61fe3,Prospect Park YMCA,Gym
4c0b32d37e3fc928650bf582,Upper East Side,Neighborhood
5089e16ee4b0b2a614e71055,Mayfield,American Restaurant
4d49ff755241236ad6827b04,Cha Pa's Noodles and Grill,Vietnamese Restaurant
55e25ace498e758dc9e3e612,Pye Boat Noodle,Thai Restaurant
4a53535bf964a52030b21fe3,Fort Totten USARC,Government Building
4a70a847f964a5201bd81fe3,Anthropologie,Women's Store
536e5d18498ee4ea100bffed,sweetgreen,Salad Place
4be18cca8e2962b57d589b0a,Starbucks,Coffee Shop
4f29cf06e4b022d4180801f3,Jin Ramen,Noodle House
4a72eeb8f964a52056db1fe3,Culture Espresso,Coffee Shop
4ab38f3df964a520ca6d20e3,Newark Liberty Airport Station (Amtrak/NJT),Train Station
4c2bccc7d1a10f475a88f864,Shake Shack,Burger Joint
3fd66200f964a52012e41ee3,Parkside Lounge,Rock Club
4a5542d6f964a520efb31fe3,Eastville Comedy Club,Comedy Club
3fd66200f964a52018eb1ee3,Carnegie Deli,Deli / Bodega
4c9adfc978ffa093317d7075,"Bayonne, NJ",City
4bd8fa0c2e6f0f478c710908,Applebee's,American Restaurant
51068975e4b0967f86e7d1cb,Learning Resource Center,Office
4a09c4adf964a52053741fe3,White Castle,Fast Food Restaurant
4bdc24922a3a0f47a39db1b6,IHOP,Breakfast Spot
4e752aa445ddd4323fa05253,"Edgewater, NJ",City
422f8e00f964a520f81f1fe3,Tekserve,Electronics Store
4bcda1c3937ca59382fdac92,Wayne Hills High School,High School
42829c80f964a5206a221fe3,Grand Central Terminal,Train Station
4b5d8080f964a520275f29e3,Delaware River Joint Toll Bridge Commission New Hope Headquarters & Administration Building,Government Building
4c5f529ab6f3be9a8f085d73,"Queens Village, NY",Neighborhood
423e0e80f964a52048201fe3,Bozu,Sushi Restaurant
4ab103f0f964a520c66720e3,24 Hour Fitness,Gym / Fitness Center
4b159157f964a520f5ae23e3,Le Pain Quotidien,Bakery
539b55ff498efdb7bfad9669,Shirts by Us,Print Shop
4b6c43bdf964a5208f2c2ce3,505W37,Residential Building (Apartment / Condo)
4ad5d824f964a520b70321e3,24 Hour Fitness,Gym / Fitness Center
45d78933f964a520e1421fe3,Ten Degrees,Wine Bar
4d168300bb488cfa0c4ba6d4,NYCHA - Bronx River Houses,Housing Development
51d700f0498ec745aa412a3d,Flavors,Café
49cfbb2df964a520c05a1fe3,Brooklyn Children's Museum,Museum
42829c80f964a5202c221fe3,Croton Reservoir Tavern,Bar
4a58fb94f964a52066b81fe3,Gino's of Long Beach,Pizza Place
4f048451c512408c65ba5c36,Lorenz Dance Studio,Dance Studio
4a40f778f964a520afa41fe3,Kings Plaza Mall,Shopping Mall
5370d71f498e0a21ab202751,Impact Hub NYC,Coworking Space
4bdc9fb73904a59345084f9e,Williamsburg,Neighborhood
4af83ea9f964a5209a0b22e3,Mermaid Oyster Bar,Seafood Restaurant
4d0193d63be26dcbb87973e4,Hanson Dry,Bar
4ace6c89f964a52078d020e3,LaGuardia Airport (LGA),Airport
427c0500f964a52097211fe3,The Metropolitan Museum of Art,Art Museum
51ea0c7b8bbd8c94347df35d,OBAO Hell's Kitchen,Thai Restaurant
4c3a62ea0a71c9b6a63744c9,La Fusta NJ Restaurant,Argentinian Restaurant
4b622630f964a52092382ae3,New Park Pizzeria,Pizza Place
4a8f3118f964a520541420e3,Benoit Bistro,French Restaurant
4a89f091f964a5206b0920e3,Soma Health Club,Gym
519391a5498e6060a4d82ced,New York Film Academy Battery Park,General College & University
556b8dc2498eb674c015c301,Wildair,French Restaurant
52fbcb50498e9bfdf1a2c5f9,Chalk Point Kitchen,Turkish Home Cooking Restaurant
4c3170fe66e40f473618c58b,Happy NRB,Karaoke Bar
45226caef964a520d73a1fe3,New York Sports Club,Gym
3fd66200f964a5203be71ee3,Magnolia Bakery,Bakery
5650e88d498e310b3c923ec2,Tac N Roll,Taco Place
4a6baeebf964a52099cf1fe3,Havana Central,Cuban Restaurant
4b538c3cf964a520a4a127e3,Planet Fitness,Gym / Fitness Center
50a5a3d4e4b0e5234c1b9d88,Harlem on Fifth,Comedy Club
46066f16f964a520cb441fe3,Pacificana,Dim Sum Restaurant
4b5f42a1f964a52094b029e3,Starbucks,Coffee Shop
4d9b87abcbc96ea8ddd6ed25,Newark Penn Station,Train Station
4b6cf87cf964a520de602ce3,C-Town Supermarkets,Supermarket
4ed8d7d7e5fa78b16c335526,CKO KICKBOXING,Gym / Fitness Center
4b8312faf964a52001f630e3,The Pie Store,Bakery
4f149643e4b04b3f0676663c,Planet Fitness,Gym / Fitness Center
50b39fe8498ef078fa9c5d01,I Love Kickboxing - Midtown East 43rd,Martial Arts Dojo
4ab6b528f964a520aa7820e3,Westerly Natural Market,Flea Market
4ba82484f964a52051ce39e3,The Mills at Jersey Gardens,Shopping Mall
51083e4490e766ba9bfb41d5,Key Food,Grocery Store
4a2eb22df964a52035981fe3,El Malecon,Latin American Restaurant
50e71464e4b0ecb01ddc121f,Akimoto Sushi,Sushi Restaurant
42717900f964a5206f211fe3,Brooklyn Botanic Garden,Botanical Garden
51f2b19f498e19dae32cad77,Astoria Tavern,Pub
43695300f964a5208c291fe3,Empire State Building,Building
4b9f691bf964a520f12037e3,Dolce Seaview Resort & Spa,Resort
453cacc7f964a520153c1fe3,AMC Loews Kips Bay 15,Multiplex
4ec546395c5c09569ba970f6,Safari Beach Club,Bar
4c8ab7081eafb1f700e67c35,Jollibee,Fried Chicken Joint
4c4dbba292b6a593f768c26e,"Secaucus, NJ",City
40e35400f964a520e6091fe3,SLATE,Lounge
548dd74f498eecad73225f72,Halsey's Tavern,Bar
52869069498e3289da675f09,Starbucks,Coffee Shop
42547800f964a520d3201fe3,Latitude Bar & Lounge,Bar
4aea76b3f964a520abbb21e3,Starbucks,Coffee Shop
41390580f964a520dc1a1fe3,Chelsea Market,Market
4a760cc5f964a5200ee21fe3,New York Vintners,Wine Shop
4c410470ff711b8dbf5d1105,Bay Ridge,Neighborhood
4c1fb4fc8b3aa593b4e29d5f,Game Stop,Video Game Store
4b9fcff2f964a520ef4037e3,McDonald's,Fast Food Restaurant
4f414c48e4b0e40825be70b0,Fresno Gourmet Deli,Deli / Bodega
4a68fff8f964a5206dcb1fe3,New York Sports Club,Gym
4a20a2e9f964a520af7c1fe3,Blue Ribbon Sushi Bar & Grill,Sushi Restaurant
4a6a2fecf964a520cacc1fe3,Target,Big Box Store
3fd66200f964a520dde31ee3,Mercury Lounge,Rock Club
4ef56f65a69dea74f915b704,Istanbul Cafe,Hookah Bar
4c02ec6bf56c2d7f442f1c66,Crown Heights,Neighborhood
4dfe533f483b4f9e78480051,125th Street & St Nicholas Avenue,Intersection
4d55435a611aa35d29c23239,Paddy's On The Bay,Bar
4bc259d4920eb713a3211c2c,Lower East Side,Neighborhood
411ff900f964a520240c1fe3,Third Floor Cafe,Lounge
3fd66200f964a5201ee51ee3,11th Street Bar,Bar
5144854de4b07022e673ebea,Stack Exchange,Tech Startup
4f9889d7e4b037b56907ef11,Astor Row Café,Café
4bc550f66c26b713bb3aebf3,NYCHA - Dyckman Houses,Residential Building (Apartment / Condo)
4a065273f964a520ec721fe3,M&M's World,Chocolate Shop
46093845f964a520e3441fe3,Fette Sau,BBQ Joint
5224b8ba11d21137e81a0b72,Cranberry,Deli / Bodega
4b12ff73f964a5205e9223e3,Gotham City Diner,Diner
4ac8d0d3f964a520b3bc20e3,The Carlyle,Hotel
4ba2c11cf964a520641638e3,Carvel Ice Cream,Ice Cream Shop
437fbc80f964a520d22a1fe3,200 Fifth,Sports Bar
4b6dc1f6f964a520f98c2ce3,Arthur Avenue Retail Market,Market
4fbba079e4b07984a8b77646,Jacob Javits North Pavilion,Convention Center
4ba5553af964a520cbfb38e3,Port Washington Yacht Club,Harbor / Marina
4b539a4af964a52034a427e3,Colicchio & Sons,New American Restaurant
4c3f6b713735be9a795b15a4,Vapiano,Italian Restaurant
4d651c3fcf2bb60cc734a3bc,NBA Entertainment,Office
56888ea1498e4d8e76ff3863,Müller's Cider House,Bar
4b40bbcaf964a52072ba25e3,ShopRite,Supermarket
4aef96d2f964a5206fd921e3,Istanbul Turkish Fast Food & Restaurant,Turkish Restaurant
4be87124d837c9b69e53a506,Tri Community Ambulance,Medical Center
4c2d36004e132d7f471a9cdf,A & A Veterinary Hospital,Veterinarian
3fd66200f964a52077e51ee3,Live Bait,Cajun / Creole Restaurant
526025c411d253fe5e53d3e0,Leave Rochelle Out of It (Rochelle's),Whisky Bar
4bb67651f562ef3bde333097,Battery Gardens Restaurant,American Restaurant
3fd66200f964a520dfe51ee3,Pravda,Cocktail Bar
4c0b32d37e3fc928650bf582,Upper East Side,Neighborhood
49f1c450f964a520b6691fe3,Mount Sinai West,Hospital
43a52546f964a520532c1fe3,John F. Kennedy International Airport (JFK),Airport
4a5f7263f964a52096bf1fe3,Sherry-Lehmann,Liquor Store
54e01ea1498e94a8f0c9b221,Khal Bris Avrum Zluzitz,Synagogue
4459d2f1f964a520d7321fe3,Newark Liberty International Airport (EWR),Airport
51719d0c498ecaa68f1485fa,Java Studios,Coworking Space
4b8aa3e1f964a520e77632e3,NYU Stern School of Business,College Academic Building
4bd0cb59b221c9b6746ed4d0,Il Fornaio Bakery,Bakery
412d2800f964a520df0c1fe3,Central Park,Park
44802b64f964a5200a341fe3,Bloomberg,Office
4cb9953bbac93704db37e57c,Gap Inc. HQ,Office
4de11f21ae605835c4645ff9,The Phase2 Treehouse,Office
49a5c43df964a5209d521fe3,Inakaya,Sushi Restaurant
532ceaf011d23cd67591e3a6,Buzzard Bay Pub,Beach Bar
4afa22cff964a520fd1622e3,Washington Heights,Neighborhood
4dee5a40e4cd032b18a0677c,Marion P Thomas Charter School,School
4c4e027e9932e21e2c8f15cd,Saddle River County Park - Rochelle Park Area,Playground
5058de7be4b007870dd7ad7a,New York University,University
4ffb1241e4b036acfc7d5e7e,Lee&Lee's Office,Doctor's Office
53177565498e83cb65c53de2,Birdbath Neighborhood Green Bakery,Bakery
4b5e30bef964a520c08229e3,Merit Kabab & Dumpling Palace,Indian Restaurant
4b88b808f964a5206a0a32e3,Brian Dempsey's,Bar
45ac1361f964a5205f411fe3,United Artists Midway 9,Movie Theater
422b9980f964a520cf1f1fe3,Landmark's Sunshine Cinema,Indie Movie Theater
4b181dddf964a52033cd23e3,"Club Quarters Hotel, World Trade Center",Hotel
491301a9f964a52066521fe3,Edison Ballroom,General Entertainment
4b400cf4f964a520e2b425e3,Est. 1986,Hotel Bar
4facffc4e4b0e93c1eafd166,Hair of the Dog,Sports Bar
4de3e4effa7651589f21983d,Mother's Ruin,Cocktail Bar
42911d00f964a520f5231fe3,New York Penn Station,Train Station
51d868ac498ef583276dcf4b,Yun Nan Flavour Garden,Chinese Restaurant
4f8ca5e0e4b0cbdd4aee48cd,Serafina Meatpacking,Italian Restaurant
4e33fc7662845cff5a44b21d,East New York,Neighborhood
42829c80f964a5206a221fe3,Grand Central Terminal,Train Station
4b37c120f964a520904525e3,Buffalo Wild Wings,Wings Joint
42911d00f964a520f5231fe3,New York Penn Station,Train Station
4aae8fd5f964a5206e6220e3,Cosi,Sandwich Place
49b87b8cf964a52044531fe3,City Winery,Wine Bar
49e4a677f964a52014631fe3,Starbucks,Coffee Shop
4c569e3b30d82d7fa5e1d762,The Majestic,Residential Building (Apartment / Condo)
4a6c86e5f964a520b8d01fe3,Tom's Restaurant,Diner
4a7b6456f964a520e1ea1fe3,Union Market,Grocery Store
5612d0ce498e6c88c617962f,Chick-fil-A,Fast Food Restaurant
4da378d40f578cfa12c9b918,Arias Park Slope,Residential Building (Apartment / Condo)
4c04480bf56c2d7fa7131e66,Orient Point,Trail
49f47acdf964a5200b6b1fe3,Pocha 32,Korean Restaurant
51a0fb06498ef54be478cfb1,Camp Rustic Roost,Other Great Outdoors
3fd66200f964a5203fea1ee3,Good Enough to Eat,Breakfast Spot
4ba7c9c1f964a5206cb339e3,Yakitori 39,Japanese Restaurant
4c02de8839d476b099502fa7,Omega Coffee Shop,Diner
3fd66200f964a52069e71ee3,Blue Smoke,BBQ Joint
4a9daa21f964a520df3820e3,Top A Nails,Nail Salon
5342e21e11d293f559229af2,Kulu Dessert,Dessert Shop
4e4c8e88bd413c4cc66a4642,Toscanini,Italian Restaurant
4c3725790a71c9b60a3f3ec9,Garment District,Neighborhood
49b0c608f964a520cd521fe3,Shake Shack,Burger Joint
53753f4b498e6e4d91725b41,ReViVer,Gluten-free Restaurant
4d69556782cba0930a71d9d8,Aqua Wash Laundromat,Laundry Service
4a345963f964a5201a9c1fe3,Mesa Coyoacán,Mexican Restaurant
521ca3db8bbd76c33abf1cac,Left Bank Burger Bar,Burger Joint
4addf185f964a5208f6621e3,Pret A Manger,Sandwich Place
4c0f7a70c6cf76b0e24b8251,The Great Swamp Wildlife Reserve,Other Great Outdoors
4ab3a2f4f964a520e56d20e3,Amplify,Office
4bb2532b35f0c9b6721fbb83,The Marco LaGuardia Hotel & Suites by Lexington,Hotel
4f0a0bcae4b07c8f8dc6bbef,"Elmont, NY",City
4a328a57f964a520579a1fe3,MUJI 無印良品,Gift Shop
42911d00f964a520f5231fe3,New York Penn Station,Train Station
5693eb44498eba4a3fbc04b6,Planet Fitness,Gym
504de539e4b04a78b097c93c,The Daily Refresher,Cocktail Bar
43695300f964a5208c291fe3,Empire State Building,Building
4b409158f964a52001b925e3,Confucius Plaza,Residential Building (Apartment / Condo)
4be07f2798f2a5934c72c25a,Costco Wholesale,Department Store
4b040041f964a520d45022e3,McDonald's,Fast Food Restaurant
55e25ace498e758dc9e3e612,Pye Boat Noodle,Thai Restaurant
4c8ad6b61797236abea06588,Imago Beauty Group at the Basilico,Salon / Barbershop
53531882498ed9d4590d5b4b,Astoria Coffee,Coffee Shop
51ce0320498e6d3591ec3175,Loving Hut,Vegetarian / Vegan Restaurant
4b8aa3e1f964a520e77632e3,NYU Stern School of Business,College Academic Building
43c922c9f964a520972d1fe3,The Shops at Columbus Circle,Shopping Mall
4bba16ccb35776b02080ca01,New York State DMV,Government Building
555b3967498e8d4111882696,BEC,Breakfast Spot
4a80d380f964a52046f61fe3,Naruto Ramen,Ramen Restaurant
51bb2d67abd841740b51bd84,Michaels,Arts & Crafts Store
53611b4b498e99f52a28cb32,Skylight Clarkson Sq,Event Space
5455bb2c498ed7a6b8c639e4,Bowery Meat Company,Steakhouse
4b6e48e9f964a5203bb62ce3,US Post Office,Post Office
4a15c43af964a520ce781fe3,Maoz Vegetarian,Middle Eastern Restaurant
4ad13502f964a5207fdd20e3,The Way Station,Bar
4b5a4c8ff964a52049bb28e3,Emilia's Restaurant,Italian Restaurant
4b1bfb1df964a520070024e3,Patagonia Upper West Side,Clothing Store
53bdb5b5498e3e8896d9c4a6,Emeline’s Diner,Diner
4d28a5e2467d6ea84247c895,Upper 90 Soccer Store,Sporting Goods Shop
43fa07c9f964a520d92f1fe3,Atlantic Mall & Terminal,Shopping Mall
3fd66200f964a52025eb1ee3,Bull McCabe's,Bar
4c39bc221e06d13a4a077a3e,Grace H. Dodge Technical & Career High School,High School
4c69a2d13bad2d7fd662b0ee,Fine Fare Supermarket,Grocery Store
54b5c278498e268f680d024b,Seamstress,Cocktail Bar
5407b2c4498ebc409a085dc1,Roast Kitchen,American Restaurant
427c0500f964a52097211fe3,The Metropolitan Museum of Art,Art Museum
4b450978f964a520090226e3,Lionheart Blues Cafe,Pub
41390580f964a520dc1a1fe3,Chelsea Market,Market
4c53bf8b4623be9a26d09ff1,"Lynbrook, NY",City
4b4913d2f964a520e96426e3,Life Health & Fitness,Gym / Fitness Center
4fcf2c99bb3dbab410090975,The Bean,Coffee Shop
4aecab47f964a52026ca21e3,Tito Rad's Grill & Restaurant,Filipino Restaurant
4baf63fcf964a5205bfc3be3,Dunkin' Donuts,Donut Shop
55b62b30498e27a291967168,Domani Studios,Advertising Agency
3fd66200f964a5206eeb1ee3,Vera Cruz,Mexican Restaurant
4b209ba7f964a520643324e3,St. Marks Karaoke,Karaoke Bar
4ee40e906d868c055061c7b5,One Stop Beer Shop,Bar
40e74880f964a520150a1fe3,Shake Shack,Burger Joint
4c23f2f8a852c928d860e26c,Bethany church,NA
544406d9498e173d8884187c,Bröd Kitchen,Bakery
4a6a38cef964a520decc1fe3,Discovery Times Square,Museum
4a588000f964a52086b71fe3,Borough Hall Greenmarket,Farmers Market
4d8928736daeb60c879649e0,Custom Gas,Gas Station
4f4443a1e4b0b7292e57a7bf,Turkish Airlines Cargo,Distribution Center
53c03f95498e00f69cd8c4e1,Barcade,Bar
536fd714498e6830a671b27d,Planet Fitness,Gym / Fitness Center
4a356654f964a520f19c1fe3,Starbucks,Coffee Shop
3fd66200f964a520c5f11ee3,Schiller's Liquor Bar,American Restaurant
51fd77be498e883bf20fcca8,Ootoya,Japanese Restaurant
4459d2f1f964a520d7321fe3,Newark Liberty International Airport (EWR),Airport
4bd9c1072e6f0f47bfd20b08,Dunkin' Donuts,Donut Shop
4bbd05d34e069c74813f9ee3,The Outlets at Bergen Town Center,Shopping Mall
4531059cf964a520683b1fe3,Bloomingdale's,Department Store
4edbe19fb6344371f8a7fc95,Sur la Table,Furniture / Home Store
4c77155093faa093d0f0effb,Fort Hamilton Community Club,Bar
517021ffe4b0ad9829ae7815,Xi'an Famous Foods,Chinese Restaurant
5346f0eb498e55d223a6bad3,WeWork West Broadway,Coworking Space
430d0a00f964a5203d271fe3,Taco Chulo,Mexican Restaurant
51603336498e09c17d07a28b,BLVD Bistro,Bistro
4bf9c0985efe2d7fb5c96c34,Starbucks,Coffee Shop
4e6e7b15a80915d3f469705b,Astoria Urgent Medical Care,Urgent Care Center
554d791f498e4550edf2c13f,Crompton Ale House,Sports Bar
4bef3aadea570f477f1b8fd2,Mast Books,Bookstore
4bad6d3ff964a520014f3be3,Boulevard Bar & Grill,Bar
4a50f449f964a5204fb01fe3,Sheraton New York Times Square Hotel,Hotel
50c4d46ce4b029171485c4d2,Huma's Beauty Point,Spa
56db0b96498ed71005ca64dc,Nagle's Bagels,Bagel Shop
5484dc93498ea4b0d9690fe2,End of the Century Bar,Cocktail Bar
5206910a8bbd4fef063e1064,Juke Bar,Bar
545fd218498e729596469903,Malt & Mold,Gourmet Shop
4d3cb89d14aa8cfaaf85ac5e,Bensonhurst,Neighborhood
4a5cebdcf964a520dabc1fe3,"The Garrison, Gateway to the Hudson Valley",Golf Course
51ae2f5e498e31d0242eb528,The New Malta Medical Emergent Care,Emergency Room
4da378d40f578cfa12c9b918,Arias Park Slope,Residential Building (Apartment / Condo)
4a79834af964a52020e71fe3,Starbucks,Coffee Shop
4aeca57af964a520dac921e3,Casellula,Wine Bar
4dd12bc852b1f8915bd753e4,"Elmhurst, NY",Neighborhood
4ddb96e67d8b771c0b018275,Rainbow Preschool Woodside NY,School
4ab94773f964a520c07e20e3,Bed Bath & Beyond,Furniture / Home Store
4c6a888e2c29d13ab3f10d41,ABVI Call Center,Coworking Space
54737121498e2e61fb5e2cc7,Kyle Restaurant & Grill,Restaurant
43850280f964a520fd2a1fe3,Cookshop,American Restaurant
4bcb8d0e511f9521b3bfb1c7,Super Stop & Shop,Supermarket
4e711b581f6e0740a8d7d387,"South Ozone Park, NY",Neighborhood
4a3e6aaef964a520e7a21fe3,Bergen Bagels,Bagel Shop
5449495a498e78a9fe590a21,Bandier | Flatiron,Clothing Store
41e46880f964a520e11e1fe3,Bacchus,French Restaurant
4a6fa0abf964a520a4d61fe3,Brookfield Place,Shopping Mall
4bb8bbcfb35776b01128c901,American Martyrs R.C. Church,Church
4d3490bf2c76a143392c86c7,"Manhattan, NY",County
4fe79a23e4b0227204afcee9,Eleni's Empire,Other Great Outdoors
549e2d5a498e55060a313a63,mamajuana cafe,Empanada Restaurant
4ada0b96f964a520b61d21e3,United Artists Court Street 12 & RPX,Movie Theater
4e7e27e48b819546057fd54a,Swiss Institute Of Contemporary Art,Art Gallery
4da0dca3b3e7236a4768fd78,I Love Paraguay,South American Restaurant
4dc57b9352b1e8f9f7d51323,Sprinkles Cupcakes,Cupcake Shop
4beb37aca9900f47a18e1740,Coblentz,Hotel
520bc00e11d2ffe2035b369b,Delis 48,Deli / Bodega
4db618296a23c31a03389788,Jimerson Apartments,Residential Building (Apartment / Condo)
4fac69a6e4b00ef46565cb33,Raymi,Peruvian Restaurant
4ac76e95f964a52032b720e3,Union Market,Gourmet Shop
5211556a11d291659983f7f9,Hibachi Grill Supreme Buffet,Buffet
4a498225f964a52064ab1fe3,SPiN New York,Bar
4d9db7087f9e4eb9436ea1fc,The Dutch,New American Restaurant
4cf6b75e71538cfa5216b72e,Albany Gastroenterology,Doctor's Office
4bef3c24ea570f47e01d8fd2,John Thomas Steakhouse,Steakhouse
4c7321ee6b91b71319b9f820,Cositas Ricas,South American Restaurant
40fc6080f964a520240b1fe3,The Wheeltapper Pub,Pub
43a52546f964a520532c1fe3,John F. Kennedy International Airport (JFK),Airport
4e55b0dad4c0c50afdab7597,Gravesend,Neighborhood
528d3763498e3be0efe0d555,Breakroom,Burger Joint
50c941ace4b0fe058c0caf9b,Walgreens,Drugstore / Pharmacy
